Source Crosswalk (Grades 4–6),,,,,,
Many-to-many audit trail. Each row records one relationship between a Forge competency and an external standard.,,,,,,
,,,,,,
Forge Standard ID,Subject,Framework,External Standard Code,Alignment Strength,Alignment Rationale,Source / Locator
FF.G6.MATH.03,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.RP.A.3,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.65
FF.G6.MATH.03,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.03,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.03,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.03,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.03,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.03,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.04,Mathematics,Tennessee Academic Standards,6.NS.A.1,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.65
FF.G6.MATH.04,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.NS.A.1,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.65
FF.G6.MATH.04,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.04,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.04,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.04,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.04,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.04,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.05,Mathematics,Tennessee Academic Standards,6.NS.B.2,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.66
FF.G6.MATH.05,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.NS.B.2,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.66
FF.G6.MATH.05,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.05,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.05,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.05,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.05,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.05,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.06,Mathematics,Tennessee Academic Standards,6.NS.B.3,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.66
FF.G6.MATH.06,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.NS.B.3,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.66
FF.G6.MATH.06,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.06,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.06,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.06,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.06,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.06,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.07,Mathematics,Tennessee Academic Standards,6.NS.B.4,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.66
FF.G6.MATH.07,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.NS.B.4,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.66
FF.G6.MATH.07,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.07,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.07,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.07,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.07,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.07,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.08,Mathematics,Tennessee Academic Standards,6.NS.C.5,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.66
FF.G6.MATH.08,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.NS.C.5,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.66
FF.G6.MATH.08,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.08,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.08,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.08,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.08,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.08,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.09,Mathematics,Tennessee Academic Standards,6.NS.C.6,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.66
FF.G6.MATH.09,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.NS.C.6,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.66
FF.G6.MATH.09,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.09,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.09,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.09,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.09,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.09,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.10,Mathematics,Tennessee Academic Standards,6.NS.C.7,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.66
FF.G6.MATH.10,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.NS.C.7,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.66
FF.G6.MATH.10,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.10,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.10,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.10,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.10,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.10,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.11,Mathematics,Tennessee Academic Standards,6.NS.C.8,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.67
FF.G6.MATH.11,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.NS.C.8,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.67
FF.G6.MATH.11,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.11,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.11,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.11,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.11,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.11,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.12,Mathematics,Tennessee Academic Standards,6.EE.A.1,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.67
FF.G6.MATH.12,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.EE.A.1,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.67
FF.G6.MATH.12,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.12,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.12,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.12,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.12,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.12,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.13,Mathematics,Tennessee Academic Standards,6.EE.A.2,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.67
FF.G6.MATH.13,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.EE.A.2,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.67
FF.G6.MATH.13,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.13,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.13,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.13,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.13,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.13,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.14,Mathematics,Tennessee Academic Standards,6.EE.A.3,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.67
FF.G6.MATH.14,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.EE.A.3,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.67
FF.G6.MATH.14,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.14,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.14,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.14,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.14,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.14,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.15,Mathematics,Tennessee Academic Standards,6.EE.A.4,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.67
FF.G6.MATH.15,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.EE.A.4,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.67
FF.G6.MATH.15,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.15,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.15,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.15,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.15,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.15,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.16,Mathematics,Tennessee Academic Standards,6.EE.B.5,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.68
FF.G6.MATH.16,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.EE.B.5,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.68
FF.G6.MATH.16,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.16,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.16,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.16,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.16,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.16,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.17,Mathematics,Tennessee Academic Standards,6.EE.B.6,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.68
FF.G6.MATH.17,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.EE.B.6,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.68
FF.G6.MATH.17,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.17,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.17,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.17,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.17,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.17,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.18,Mathematics,Tennessee Academic Standards,6.EE.B.7,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.68
FF.G6.MATH.18,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.EE.B.7,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.68
FF.G6.MATH.18,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.18,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.18,Mathematics,NSQ Online Courses (2025),C2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.18,Mathematics,NSQ Online Courses (2025),D1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.18,Mathematics,NSQ Online Courses (2025),D2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.18,Mathematics,NSQ Online Courses (2025),D4,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.19,Mathematics,Tennessee Academic Standards,6.EE.B.8,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.68
FF.G6.MATH.19,Mathematics,Common Core State Standards,CCSS.MATH.CONTENT.6.EE.B.8,Direct,The Tennessee and Common Core Grade 6 standards share the same domain and a substantially aligned performance expectation.,TN Math 2021 PDF p.68
FF.G6.MATH.19,Mathematics,NSQ Online Courses (2025),B1,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
FF.G6.MATH.19,Mathematics,NSQ Online Courses (2025),B2,Design Alignment,"The competency supports measurable objectives, aligned learning activities, valid assessment evidence, learner interaction, and accessible options for demonstrating mastery.",NSQ Online Courses 2025
